,area,area_sqft,bedrooms,bathrooms,total_price
4409,Anna Nagar,1733,1.0,1.0,14137542
4410,Adyar,765,1.0,1.0,6904765
4411,Karapakkam,920,1.0,1.0,6981776
4412,Karapakkam,1035,1.0,1.0,7094572
4413,Anna Nagar,1994,2.0,1.0,23120343
4414,Karapakkam,1158,1.0,1.0,6106320
4415,KK Nagar,2019,3.0,2.0,12042051
4416,Karapakkam,1488,2.0,2.0,8756454
4418,Karapakkam,1139,1.0,1.0,6317842
4419,Adyar,1138,1.0,1.0,14014467
4420,Chrompet,970,1.0,1.0,11714078
4421,Anna Nagar,1781,1.0,1.0,14478626
4422,Karapakkam,573,1.0,1.0,6111696
4423,Velachery,1583,2.0,1.0,10246583
4424,Chrompet,1261,2.0,1.0,10929005
4425,Chrompet,1138,1.0,1.0,10761708
4426,T Nagar,1704,1.0,1.0,20999217
4427,Adyar,830,1.0,1.0,7238592
4428,T Nagar,1913,2.0,1.0,21676345
4429,Karapakkam,1671,2.0,2.0,6734533
4430,KK Nagar,1586,2.0,1.0,11027605
4431,Chrompet,1149,1.0,1.0,12459868
4432,Adyar,988,1.0,1.0,7191257
4433,Karapakkam,1142,1.0,1.0,8292284
4434,Chrompet,1014,1.0,1.0,11896751
4435,Velachery,1770,2.0,1.0,11942547
4436,Karapakkam,643,1.0,1.0,5773680
4437,Karapakkam,1527,2.0,2.0,7946218
4438,T Nagar,1597,1.0,1.0,13223618
4439,Chrompet,894,1.0,1.0,8881284
4440,Chrompet,929,1.0,1.0,7308450
4441,Chrompet,1210,2.0,1.0,11761161
4442,Adyar,907,1.0,1.0,7493394
4443,Karapakkam,1370,2.0,2.0,11868647
4444,Chrompet,1229,2.0,1.0,9849482
4445,KK Nagar,2471,4.0,2.0,12830445
4446,Chrompet,1231,2.0,1.0,9222265
4447,Adyar,998,1.0,1.0,6811351
4448,Chrompet,833,1.0,1.0,9078168
4449,Chrompet,1141,1.0,1.0,11976512
4450,Chrompet,1089,1.0,1.0,13443880
4451,Anna Nagar,1989,2.0,1.0,14158645
4452,T Nagar,1618,1.0,1.0,12347690
4453,T Nagar,1571,1.0,1.0,10505772
4454,Karapakkam,1181,1.0,1.0,10758675
4455,Karapakkam,1495,2.0,2.0,7925821
4456,Karapakkam,1451,2.0,2.0,14418891
4457,Karapakkam,1273,1.0,1.0,6919500
4458,Karapakkam,1435,2.0,2.0,12124280
4459,Anna Nagar,1707,1.0,1.0,11392695
4460,Karapakkam,1080,1.0,1.0,11405667
4461,KK Nagar,1634,2.0,1.0,14549259
4462,T Nagar,1995,2.0,1.0,13228366
4463,T Nagar,1584,1.0,1.0,12025220
4464,Karapakkam,1112,1.0,1.0,5405265
4465,Chrompet,1232,2.0,1.0,9111039
4466,Velachery,1857,3.0,2.0,11845308
4467,KK Nagar,2428,4.0,2.0,13012053
4468,Chrompet,837,1.0,1.0,10178356
4469,Chrompet,1155,1.0,1.0,9966494
4470,Adyar,836,1.0,1.0,7726399
4471,Anna Nagar,1836,2.0,1.0,13886520
4472,KK Nagar,2074,3.0,2.0,16262141
4473,KK Nagar,2260,4.0,2.0,12884538
4474,Karapakkam,970,1.0,1.0,5992296
4475,Karapakkam,1367,2.0,2.0,7443693
4476,Chrompet,996,1.0,1.0,9327587
4477,Karapakkam,1686,2.0,2.0,7037506
4478,Karapakkam,1140,1.0,1.0,5356050
4479,KK Nagar,1538,2.0,1.0,15041877
4480,Karapakkam,1570,2.0,2.0,8592098
4481,Karapakkam,614,1.0,1.0,7381517
4482,Chrompet,1151,1.0,1.0,8013672
4483,KK Nagar,1317,1.0,1.0,8129130
4484,Velachery,1904,3.0,2.0,15486596
4485,Chrompet,947,1.0,1.0,14716171
4486,Adyar,997,1.0,1.0,9910168
4487,T Nagar,1669,1.0,1.0,14119371
4488,KK Nagar,1820,3.0,2.0,11643863
4489,Velachery,1834,3.0,2.0,9908306
4490,Karapakkam,922,1.0,1.0,4095575
4491,KK Nagar,2289,4.0,2.0,13732862
4492,KK Nagar,2041,3.0,2.0,18205874
4493,Anna Nagar,1628,1.0,1.0,11137563
4494,Karapakkam,805,1.0,1.0,7915727
4495,Adyar,1130,1.0,1.0,9294689
4496,KK Nagar,1622,2.0,1.0,10260369
4497,KK Nagar,1873,3.0,2.0,9790155
4498,T Nagar,1759,1.0,1.0,12662447
4499,Karapakkam,1662,2.0,2.0,7877210
4500,Adyar,1230,2.0,2.0,11139516
4501,Adyar,1087,1.0,1.0,7154922
4502,Chrompet,1265,2.0,1.0,10101519
4503,Chrompet,740,1.0,1.0,9465088
4504,Anna Nagar,1963,2.0,1.0,13679503
4505,Chrompet,908,1.0,1.0,7433685
4506,Karapakkam,1076,1.0,1.0,6518519
4507,KK Nagar,1869,3.0,2.0,13671344
4508,Adyar,1228,2.0,2.0,13705708
4509,Anna Nagar,1670,1.0,1.0,14002726
4510,Chrompet,1245,2.0,1.0,13001647
4511,Chrompet,731,1.0,1.0,9026637
4512,Velachery,1634,2.0,1.0,15616478
4513,T Nagar,1597,1.0,1.0,12199312
4514,Anna Nagar,1650,1.0,1.0,15723870
4515,T Nagar,1849,2.0,1.0,16963365
4516,Karapakkam,879,1.0,1.0,6378768
4517,KK Nagar,2459,4.0,2.0,13208179
4518,KK Nagar,1940,3.0,2.0,13249208
4519,Karapakkam,547,1.0,1.0,5321578
4520,Chrompet,928,1.0,1.0,10295012
4521,Karapakkam,505,1.0,1.0,6013252
4522,Velachery,1574,2.0,1.0,12655976
4523,Chrompet,1037,1.0,1.0,8029756
4524,Adyar,764,1.0,1.0,6789448
4526,Chrompet,1110,1.0,1.0,12633955
4527,Anna Nagar,1898,2.0,1.0,13617394
4528,Karapakkam,1484,2.0,2.0,9549767
4529,Chrompet,888,1.0,1.0,13365786
4530,Adyar,1232,2.0,2.0,14640585
4531,Anna Nagar,1977,2.0,1.0,23093588
4532,Anna Nagar,1929,2.0,1.0,23187726
4533,Adyar,1251,2.0,2.0,16508079
4534,Adyar,694,1.0,1.0,7076200
4535,Karapakkam,889,1.0,1.0,5848230
4536,Chrompet,1156,1.0,1.0,9108011
4537,Velachery,1607,2.0,1.0,16157611
4538,Anna Nagar,1986,2.0,1.0,21848944
4539,KK Nagar,2340,4.0,2.0,13315208
4540,Karapakkam,756,1.0,1.0,7218600
4541,Adyar,1253,2.0,2.0,14648982
4542,Velachery,1954,3.0,2.0,18438253
4543,Karapakkam,602,1.0,1.0,3775008
4544,Velachery,1719,2.0,1.0,9998308
4545,T Nagar,1503,1.0,1.0,12885434
4546,Chrompet,825,1.0,1.0,7997228
4548,Chrompet,998,1.0,1.0,9344240
4549,Chrompet,790,1.0,1.0,8330494
4550,Adyar,1166,1.0,1.0,11619699
4551,T Nagar,1794,1.0,1.0,22121001
4552,Anna Nagar,1606,1.0,1.0,13048325
4553,Anna Nagar,1813,2.0,1.0,14672974
4554,Adyar,878,1.0,1.0,11617659
4555,Anna Nagar,1573,1.0,1.0,18887311
4556,KK Nagar,1819,3.0,2.0,10495208
4557,Karapakkam,537,1.0,1.0,6565620
4558,Anna Nagar,1538,1.0,1.0,13129757
4559,KK Nagar,1985,3.0,2.0,10291554
4560,Velachery,1794,2.0,1.0,7532916
4561,Chrompet,1263,2.0,1.0,8617441
4562,Karapakkam,818,1.0,1.0,7572034
4563,Velachery,1833,3.0,2.0,10578361
4564,Karapakkam,737,1.0,1.0,6351291
4565,KK Nagar,1820,3.0,2.0,15343216
4566,Adyar,836,1.0,1.0,7562875
4567,Chrompet,1073,1.0,1.0,13921060
4568,Adyar,1203,2.0,2.0,16183782
4569,Chrompet,1300,2.0,1.0,12008360
4570,Anna Nagar,1514,1.0,1.0,11342237
4571,KK Nagar,2252,4.0,2.0,14588792
4572,Chrompet,1214,2.0,1.0,10110304
4573,T Nagar,1554,1.0,1.0,13109755
4574,Velachery,1764,2.0,1.0,8272126
4575,T Nagar,1675,1.0,1.0,13376206
4576,Chrompet,912,1.0,1.0,12549065
4577,Chrompet,822,1.0,1.0,10003755
4578,Anna Nagar,1917,2.0,1.0,14830450
4579,T Nagar,1850,2.0,1.0,22931417
4580,Anna Nagar,1723,1.0,1.0,12933060
4581,Karapakkam,679,1.0,1.0,4153550
4582,Chrompet,1064,1.0,1.0,14900142
4583,Velachery,1907,3.0,2.0,14649384
4584,KK Nagar,1898,3.0,2.0,11231743
4585,Karapakkam,1669,2.0,2.0,12941712
4586,Velachery,1593,2.0,1.0,15201114
4587,Anna Nagar,1744,1.0,1.0,14962712
4588,KK Nagar,1759,2.0,1.0,13086728
4589,Karapakkam,671,1.0,1.0,9941166
4590,Chrompet,723,1.0,1.0,11219710
4591,KK Nagar,1445,2.0,1.0,11424937
4592,Karapakkam,671,1.0,1.0,5419601
4593,Anna Nagar,1839,2.0,1.0,21924843
4594,Anna Nagar,1589,1.0,1.0,13461022
4595,Velachery,1832,3.0,2.0,8213265
4596,Chrompet,1000,1.0,1.0,12769306
4597,Anna Nagar,1822,2.0,1.0,22468427
4598,Adyar,1135,1.0,1.0,9146675
4599,Adyar,772,1.0,1.0,6746923
4600,Chrompet,1160,1.0,1.0,7849855
4601,Chrompet,1163,1.0,1.0,10718830
4602,Chrompet,1057,1.0,1.0,9682469
4603,Karapakkam,948,1.0,1.0,5202121
4604,Adyar,1163,1.0,1.0,8024968
4605,Anna Nagar,1643,1.0,1.0,12658551
4606,T Nagar,1946,2.0,1.0,22289485
4607,Karapakkam,1268,1.0,1.0,7865278
4608,KK Nagar,2242,4.0,2.0,13571763
4609,Karapakkam,1085,1.0,1.0,4796690
4610,Anna Nagar,1984,2.0,1.0,14398770
4611,Karapakkam,787,1.0,1.0,7619110
4612,Adyar,654,1.0,1.0,8786513
4613,Velachery,1685,2.0,1.0,10305495
4614,KK Nagar,1963,3.0,2.0,18091350
4615,KK Nagar,2326,4.0,2.0,12805400
4616,Karapakkam,576,1.0,1.0,5255738
4617,Chrompet,1256,2.0,1.0,10858692
4618,Karapakkam,958,1.0,1.0,6727268
4619,Velachery,1823,3.0,2.0,10631760
4620,KK Nagar,2284,4.0,2.0,18507352
4621,KK Nagar,1705,2.0,1.0,14828855
4622,Karapakkam,716,1.0,1.0,4160402
4623,Chrompet,917,1.0,1.0,12210833
4624,Velachery,1991,3.0,2.0,11061948
4625,Karapakkam,1676,2.0,2.0,10811063
4626,T Nagar,1860,2.0,1.0,14678150
4627,KK Nagar,1591,2.0,1.0,10034282
4628,Karapakkam,1154,1.0,1.0,4686605
4629,KK Nagar,2015,3.0,2.0,16497540
4630,Chrompet,963,1.0,1.0,10517698
4631,T Nagar,1565,1.0,1.0,11777873
4632,Velachery,1699,2.0,1.0,10192056
4633,Chrompet,1142,1.0,1.0,8748224
4634,Chrompet,1268,2.0,1.0,13644949
4635,Anna Nagar,1731,1.0,1.0,20544574
4636,KK Nagar,1898,3.0,2.0,9974473
4637,Adyar,845,1.0,1.0,8808479
4638,Chrompet,857,1.0,1.0,10630459
4639,Velachery,1540,2.0,1.0,14969157
4640,Chrompet,1226,2.0,1.0,9907363
4641,Adyar,619,1.0,1.0,7816136
4642,Anna Nagar,1657,1.0,1.0,12850643
4643,KK Nagar,1503,2.0,1.0,8838941
4644,KK Nagar,2478,4.0,2.0,13545138
4645,Velachery,1572,2.0,1.0,11481747
4646,KK Nagar,2456,4.0,2.0,13686536
4647,T Nagar,1819,2.0,1.0,14787084
4648,Chrompet,842,1.0,1.0,9449018
4649,Chrompet,1156,1.0,1.0,15147789
4650,T Nagar,1564,1.0,1.0,13128937
4651,Chrompet,874,1.0,1.0,9790583
4652,KK Nagar,2163,3.0,2.0,19652546
4653,Chrompet,977,1.0,1.0,14158882
4654,Anna Nagar,1880,2.0,1.0,14233770
4655,Karapakkam,1667,2.0,2.0,11360635
4656,T Nagar,1784,1.0,1.0,12858199
4657,Karapakkam,1252,1.0,1.0,10638360
4658,Anna Nagar,1833,2.0,1.0,21308869
4659,Anna Nagar,1599,1.0,1.0,13415080
4660,Velachery,1863,3.0,2.0,7874818
4661,KK Nagar,1779,3.0,2.0,18361577
4662,T Nagar,1923,2.0,1.0,22776224
4663,Chrompet,1280,2.0,1.0,11952155
4664,KK Nagar,1333,2.0,1.0,10398018
4665,Karapakkam,1128,1.0,1.0,4823006
4666,T Nagar,1829,2.0,1.0,15455746
4667,KK Nagar,1344,2.0,1.0,9645862
4668,Karapakkam,1538,2.0,2.0,13152214
4669,Velachery,1545,2.0,1.0,12107918
4670,Chrompet,1279,2.0,1.0,16587531
4671,Karapakkam,1116,1.0,1.0,10286496
4672,Adyar,620,1.0,1.0,8026208
4673,Chrompet,857,1.0,1.0,11094078
4674,Chrompet,1101,1.0,1.0,10616561
4675,Chrompet,1087,1.0,1.0,13833994
4676,T Nagar,1993,2.0,1.0,13532423
4677,Velachery,1770,2.0,1.0,15177157
4678,KK Nagar,1927,3.0,2.0,14293103
4679,Anna Nagar,1740,1.0,1.0,12819985
4680,Velachery,1878,3.0,2.0,13328714
4681,Anna Nagar,1777,1.0,1.0,20938697
4682,Anna Nagar,1794,1.0,1.0,12515595
4683,Velachery,1863,3.0,2.0,8240425
4684,Karapakkam,1582,2.0,2.0,9526914
4685,Adyar,1256,2.0,2.0,15760335
4686,Velachery,1715,2.0,1.0,9754794
4687,Velachery,1952,3.0,2.0,7405461
4688,Karapakkam,1238,1.0,1.0,6274800
4689,Chrompet,1128,1.0,1.0,10206172
4690,Karapakkam,545,1.0,1.0,4391382
4691,T Nagar,1939,2.0,1.0,22113894
4692,Chrompet,990,1.0,1.0,14010346
4693,Chrompet,1031,1.0,1.0,9239398
4694,Velachery,1724,2.0,1.0,16285599
4695,Adyar,1143,1.0,1.0,14814085
4696,Chrompet,988,1.0,1.0,8433776
4697,KK Nagar,2019,3.0,2.0,11306554
4698,Karapakkam,1384,2.0,2.0,11839581
4699,KK Nagar,2174,3.0,2.0,17864903
4700,Karapakkam,1000,1.0,1.0,6542055
4701,Karapakkam,954,1.0,1.0,7639626
4702,T Nagar,1844,2.0,1.0,13532908
4703,Chrompet,902,1.0,1.0,8047782
4704,Chrompet,1212,2.0,1.0,10113022
4705,Adyar,930,1.0,1.0,8645792
4706,Karapakkam,746,1.0,1.0,7413647
4707,Velachery,1635,2.0,1.0,12923925
4708,Chrompet,754,1.0,1.0,10934449
4709,Adyar,1229,2.0,2.0,11767698
4710,Chrompet,1083,1.0,1.0,10128354
4711,Karapakkam,1431,2.0,2.0,8534707
4712,Karapakkam,1670,2.0,2.0,12535296
4713,T Nagar,1667,1.0,1.0,11926889
4714,Velachery,1861,3.0,2.0,9821467
4715,Anna Nagar,2000,2.0,1.0,17550229
4716,Anna Nagar,1997,2.0,1.0,14776398
4717,Velachery,1949,3.0,2.0,9936686
4718,Velachery,1713,2.0,1.0,15647042
4719,Chrompet,727,1.0,1.0,7428566
4720,Adyar,1276,2.0,2.0,9659500
4721,Anna Nagar,1702,1.0,1.0,14116817
4722,Anna Nagar,1785,1.0,1.0,12984359
4723,Anna Nagar,1632,1.0,1.0,19896949
4724,Adyar,1243,2.0,2.0,10199230
4725,KK Nagar,2191,3.0,2.0,11714706
4726,KK Nagar,2153,3.0,2.0,11650158
4727,Karapakkam,720,1.0,1.0,4245626
4728,Adyar,905,1.0,1.0,10777409
4729,Karapakkam,1107,1.0,1.0,7710675
4730,Chrompet,772,1.0,1.0,8669846
4731,Velachery,1806,3.0,2.0,14614352
4732,Chrompet,1162,1.0,1.0,14386628
4733,Velachery,1558,2.0,1.0,8184469
4734,Chrompet,1269,2.0,1.0,8759570
4735,Karapakkam,838,1.0,1.0,7895167
4736,Chrompet,1281,2.0,1.0,10701892
4737,Anna Nagar,1517,1.0,1.0,20575457
4738,Karapakkam,1344,2.0,2.0,11211193
4739,Velachery,1705,2.0,1.0,8786228
4740,Chrompet,995,1.0,1.0,13400249
4741,Chrompet,818,1.0,1.0,10108546
4742,Anna Nagar,1705,1.0,1.0,11316346
4743,Velachery,1604,2.0,1.0,13421607
4744,Chrompet,1238,2.0,1.0,13703508
4745,Karapakkam,694,1.0,1.0,6860140
4746,T Nagar,1908,2.0,1.0,15888288
4747,Adyar,667,1.0,1.0,7778425
4748,KK Nagar,2242,4.0,2.0,14906888
4749,Chrompet,773,1.0,1.0,9404301
4750,Velachery,1524,2.0,1.0,9086832
4751,Chrompet,791,1.0,1.0,10995927
4752,Karapakkam,1403,2.0,2.0,10265258
4753,Adyar,1211,2.0,2.0,11238187
4754,Chrompet,730,1.0,1.0,10965393
4755,Chrompet,1016,1.0,1.0,14019224
4756,Velachery,1574,2.0,1.0,7570344
4757,Adyar,1185,1.0,1.0,7234007
4758,KK Nagar,1437,2.0,1.0,9585036
4759,Anna Nagar,1995,2.0,1.0,15106011
4760,Chrompet,1195,1.0,1.0,15005792
4761,Chrompet,1055,1.0,1.0,9101193
4762,Velachery,1951,3.0,2.0,11444870
4763,Adyar,983,1.0,1.0,7298293
4764,Anna Nagar,1956,2.0,1.0,14928437
4765,Anna Nagar,1558,1.0,1.0,12770659
4766,Chrompet,947,1.0,1.0,9862453
4767,Karapakkam,740,1.0,1.0,6283053
4768,Adyar,1001,1.0,1.0,7305239
4769,KK Nagar,2127,3.0,2.0,11961814
4770,Karapakkam,1421,2.0,2.0,12739581
4771,T Nagar,1947,2.0,1.0,14661943
4772,Chrompet,788,1.0,1.0,8316686
4773,Anna Nagar,1721,1.0,1.0,13452171
4774,KK Nagar,1858,3.0,2.0,17064520
4775,Chrompet,806,1.0,1.0,12790194
4776,Chrompet,850,1.0,1.0,9149816
4777,Chrompet,713,1.0,1.0,8353537
4778,KK Nagar,2166,3.0,2.0,13172278
4779,T Nagar,1921,2.0,1.0,24340227
4780,Adyar,888,1.0,1.0,9708595
4781,KK Nagar,1831,3.0,2.0,11829798
4782,T Nagar,1613,1.0,1.0,13285937
4783,Adyar,695,1.0,1.0,7622796
4784,T Nagar,1984,2.0,1.0,16189223
4785,Chrompet,787,1.0,1.0,8193163
4786,KK Nagar,2208,3.0,2.0,12337714
4787,Karapakkam,1334,2.0,2.0,6047711
4788,Chrompet,1267,2.0,1.0,16290100
4789,Anna Nagar,1530,1.0,1.0,13696903
4790,Karapakkam,1458,2.0,2.0,9128958
4791,KK Nagar,2372,4.0,2.0,15257217
4792,Karapakkam,1521,2.0,2.0,10144514
4793,Chrompet,1005,1.0,1.0,12689216
4794,Chrompet,945,1.0,1.0,11793087
4795,Karapakkam,542,1.0,1.0,7418441
4796,Adyar,1204,2.0,2.0,8177086
4797,Adyar,1072,1.0,1.0,12316175
4798,KK Nagar,2496,4.0,2.0,13838470
4799,Chrompet,1082,1.0,1.0,10745433
4800,Velachery,1518,2.0,1.0,9258448
4801,Chrompet,1180,1.0,1.0,7408563
4802,Velachery,1525,2.0,1.0,14075405
4803,Velachery,1732,2.0,1.0,15937206
4804,Anna Nagar,1841,2.0,1.0,19678952
4805,Velachery,1745,2.0,1.0,9962941
4806,Chrompet,974,1.0,1.0,10800563
4807,T Nagar,1797,1.0,1.0,11827148
4808,Velachery,1698,2.0,1.0,10210656
4809,Karapakkam,937,1.0,1.0,9689273
4810,Chrompet,1152,1.0,1.0,10497282
4811,Anna Nagar,1588,1.0,1.0,18401673
4812,Adyar,987,1.0,1.0,6164589
4813,Anna Nagar,1616,1.0,1.0,14868844
4814,Anna Nagar,1536,1.0,1.0,12846047
4815,Adyar,825,1.0,1.0,11121651
4816,Velachery,1722,2.0,1.0,14212440
4817,KK Nagar,1651,2.0,1.0,15038882
4818,Velachery,1983,3.0,2.0,9648839
4819,T Nagar,1519,1.0,1.0,18370265
4820,Chrompet,848,1.0,1.0,8475861
4821,KK Nagar,1865,3.0,2.0,17459514
4822,Adyar,845,1.0,1.0,7630259
4823,Karapakkam,778,1.0,1.0,5550929
4824,T Nagar,1735,1.0,1.0,21629078
4825,Velachery,1900,3.0,2.0,10403223
4826,KK Nagar,2062,3.0,2.0,17845991
4827,KK Nagar,1810,3.0,2.0,11487630
4828,Karapakkam,830,1.0,1.0,7438463
4829,T Nagar,1775,1.0,1.0,13882123
4830,KK Nagar,1365,2.0,1.0,10496049
4831,KK Nagar,1489,2.0,1.0,9235071
4832,Anna Nagar,1576,1.0,1.0,21402611
4833,Karapakkam,660,1.0,1.0,4747367
4834,Velachery,1733,2.0,1.0,8376504
4835,Karapakkam,1346,2.0,2.0,10343802
4836,Velachery,1662,2.0,1.0,13884317
4837,Chrompet,1075,1.0,1.0,14496223
4838,Adyar,974,1.0,1.0,9992426
4839,Chrompet,1051,1.0,1.0,10296495
4840,Anna Nagar,1821,2.0,1.0,15062444
4841,Chrompet,1037,1.0,1.0,8761595
4842,Velachery,1505,2.0,1.0,6913487
4843,Chrompet,1195,1.0,1.0,14334381
4844,Chrompet,1236,2.0,1.0,10143671
4845,KK Nagar,1376,2.0,1.0,10488167
4846,T Nagar,1920,2.0,1.0,22827053
4847,Adyar,1214,2.0,2.0,9833515
4848,Karapakkam,602,1.0,1.0,8289256
4849,Chrompet,1122,1.0,1.0,10472134
4850,Anna Nagar,1532,1.0,1.0,12261783
4851,KK Nagar,1337,2.0,1.0,10481277
4852,Anna Nagar,1703,1.0,1.0,12443908
4853,KK Nagar,1310,1.0,1.0,9819107
4854,Karapakkam,1533,2.0,2.0,9124012
4855,Karapakkam,1013,1.0,1.0,8367063
4856,Velachery,1942,3.0,2.0,12061896
4857,Karapakkam,976,1.0,1.0,8403212
4858,Chrompet,1097,1.0,1.0,9286566
4859,Karapakkam,1363,2.0,2.0,6305688
4860,Adyar,1153,1.0,1.0,9393466
4861,Velachery,1904,3.0,2.0,16503443
4862,Karapakkam,860,1.0,1.0,3628841
4863,Adyar,836,1.0,1.0,10506194
4864,Anna Nagar,1969,2.0,1.0,14914441
4865,Velachery,1898,3.0,2.0,10556797
4866,Karapakkam,1026,1.0,1.0,6978034
4867,Anna Nagar,1919,2.0,1.0,12120578
4868,KK Nagar,1408,2.0,1.0,9021833
4869,KK Nagar,2113,3.0,2.0,12059220
4870,Karapakkam,1547,2.0,2.0,7342128
4871,Chrompet,735,1.0,1.0,10317629
4872,Karapakkam,1267,1.0,1.0,8410711
4873,Adyar,793,1.0,1.0,11937004
4874,Velachery,1608,2.0,1.0,7710003
4875,Adyar,1236,2.0,2.0,12452280
4876,Chrompet,1209,2.0,1.0,12901290
4877,Anna Nagar,1703,1.0,1.0,12040537
4878,Chrompet,1149,1.0,1.0,12735416
4879,Karapakkam,1402,2.0,2.0,8053173
4880,Anna Nagar,1531,1.0,1.0,18944628
4881,Velachery,1959,3.0,2.0,17202386
4882,Adyar,1082,1.0,1.0,11230888
4883,Anna Nagar,1555,1.0,1.0,18969439
4884,KK Nagar,2120,3.0,2.0,12834705
4885,Anna Nagar,1735,1.0,1.0,11648448
4886,Chrompet,1067,1.0,1.0,9202294
4887,KK Nagar,2356,4.0,2.0,14096504
4888,Chrompet,833,1.0,1.0,8643644
4889,Anna Nagar,1785,1.0,1.0,12057506
4890,Chrompet,786,1.0,1.0,8613847
4891,Velachery,1702,2.0,1.0,8691455
4892,Chrompet,1032,1.0,1.0,9445971
4893,Velachery,1685,2.0,1.0,14620982
4894,Chrompet,768,1.0,1.0,11063936
4895,Chrompet,778,1.0,1.0,8446108
4896,KK Nagar,2183,3.0,2.0,12796846
4897,KK Nagar,2472,4.0,2.0,13160176
4898,Anna Nagar,1797,1.0,1.0,21329859
4899,Chrompet,1129,1.0,1.0,13181336
4900,Anna Nagar,1809,2.0,1.0,13229247
4901,Adyar,1299,2.0,2.0,11934321
4902,Chrompet,1211,2.0,1.0,8546271
4903,Velachery,1690,2.0,1.0,14787371
4904,KK Nagar,2496,4.0,2.0,12039006
4905,Chrompet,876,1.0,1.0,9841364
4906,KK Nagar,2199,3.0,2.0,18340513
4907,Chrompet,1027,1.0,1.0,8217985
4908,KK Nagar,1905,3.0,2.0,13187998
4909,Anna Nagar,1704,1.0,1.0,14744490
4910,Chrompet,780,1.0,1.0,6845286
4911,Velachery,1756,2.0,1.0,15559272
4912,Chrompet,958,1.0,1.0,10985452
4913,Chrompet,736,1.0,1.0,8754686
4914,Velachery,1501,2.0,1.0,9137481
4915,Chrompet,700,1.0,1.0,8241325
4916,Anna Nagar,1716,1.0,1.0,19821002
4917,Chrompet,825,1.0,1.0,9382951
4918,Chrompet,1195,1.0,1.0,13653542
4919,Velachery,1651,2.0,1.0,14437046
4920,Adyar,706,1.0,1.0,9190836
4921,Anna Nagar,1566,1.0,1.0,13073861
4922,KK Nagar,1356,2.0,1.0,9128503
4923,Velachery,1621,2.0,1.0,9276611
4924,KK Nagar,2271,4.0,2.0,11453777
4925,Chrompet,1055,1.0,1.0,9961641
4926,Anna Nagar,1896,2.0,1.0,23395805
4927,Karapakkam,1354,2.0,2.0,5029111
4928,Karapakkam,1337,2.0,2.0,10864279
4929,Karapakkam,818,1.0,1.0,3199416
4930,Velachery,1871,3.0,2.0,15461151
4931,Anna Nagar,1532,1.0,1.0,13517003
4932,KK Nagar,1507,2.0,1.0,10334114
4933,Karapakkam,695,1.0,1.0,4616343
4934,Karapakkam,1264,1.0,1.0,7187745
4935,Adyar,658,1.0,1.0,6672462
4936,Chrompet,1085,1.0,1.0,14328847
4937,Velachery,1632,2.0,1.0,10470650
4938,KK Nagar,1995,3.0,2.0,12703708
4939,Chrompet,1244,2.0,1.0,11314401
4940,Anna Nagar,1695,1.0,1.0,13248833
4941,Velachery,1814,3.0,2.0,10249598
4942,Chrompet,1131,1.0,1.0,8929706
4943,Velachery,1699,2.0,1.0,7686720
4944,Karapakkam,919,1.0,1.0,5749354
4945,T Nagar,1674,1.0,1.0,14040402
4946,Karapakkam,733,1.0,1.0,4971287
4947,Adyar,990,1.0,1.0,9232040
4948,Karapakkam,1003,1.0,1.0,8165036
4949,T Nagar,1594,1.0,1.0,17891829
4950,Anna Nagar,1767,1.0,1.0,21083398
4951,Chrompet,981,1.0,1.0,9345490
4952,Velachery,1967,3.0,2.0,13204231
4953,Anna Nagar,1927,2.0,1.0,15070373
4954,KK Nagar,1526,2.0,1.0,13643187
4955,Karapakkam,1520,2.0,2.0,9189314
4956,Velachery,1743,2.0,1.0,10130579
4957,Anna Nagar,1790,1.0,1.0,15814997
4958,Karapakkam,1396,2.0,2.0,8901721
4959,Adyar,982,1.0,1.0,13475328
4960,KK Nagar,2311,4.0,2.0,11489742
4961,Adyar,936,1.0,1.0,6587619
4962,Velachery,1817,3.0,2.0,8895138
4963,Adyar,762,1.0,1.0,6699978
4964,KK Nagar,1817,3.0,2.0,17590135
4965,Adyar,1250,2.0,2.0,8164452
4966,KK Nagar,2053,3.0,2.0,11940799
4967,Chrompet,936,1.0,1.0,9331420
4968,Anna Nagar,1849,2.0,1.0,15828344
4969,Velachery,1620,2.0,1.0,15864510
4970,Chrompet,896,1.0,1.0,12432467
4971,Karapakkam,1143,1.0,1.0,4439424
4972,Chrompet,1052,1.0,1.0,13359931
4973,Adyar,676,1.0,1.0,6338514
4974,Chrompet,973,1.0,1.0,12633000
4975,Chrompet,1276,2.0,1.0,11655353
4976,Karapakkam,1549,2.0,2.0,8858863
4977,Velachery,1769,2.0,1.0,11253304
4978,Adyar,1294,2.0,2.0,8972595
4979,Chrompet,1284,2.0,1.0,8659947
4980,Karapakkam,877,1.0,1.0,8345568
4981,Chrompet,829,1.0,1.0,12820351
4982,T Nagar,1596,1.0,1.0,19633255
4984,KK Nagar,2331,4.0,2.0,13621361
4985,Karapakkam,1048,1.0,1.0,6836550
4986,Karapakkam,903,1.0,1.0,10556087
4987,Karapakkam,1182,1.0,1.0,8029500
4988,Velachery,1591,2.0,1.0,7534086
4989,Karapakkam,829,1.0,1.0,4195592
4990,Adyar,1137,1.0,1.0,12926399
4991,Anna Nagar,1914,2.0,1.0,13397361
